transaction_id,amount,failure_reason,payment_method,bank,retry_count,risk_score,recovery_probability,expected_recovery_value,recoverable,automatically_actionable,action,decision_reason,actual_recovered,successful_recovery,recovered_amount
test_375,518.03,insufficient_funds,card,ICICI,1,0.15,0.2648,137.19,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_376,2552.9,network_error,upi,AXIS,2,0.068,0.3121,796.72,True,False,stop,Maximum retry count reached,False,False,0.0
test_377,1542.0,account_closed,netbanking,KOTAK,0,0.325,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_378,614.64,insufficient_funds,upi,SBI,2,0.126,0.2044,125.63,True,False,stop,Maximum retry count reached,False,False,0.0
test_379,2964.54,bank_timeout,card,AXIS,2,0.142,0.4233,1254.8,True,False,stop,Maximum retry count reached,True,False,0.0
test_380,791.84,account_closed,netbanking,ICICI,2,0.19,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_381,848.98,bank_timeout,upi,AXIS,1,0.251,0.5191,440.68,True,True,retry,Action satisfies recovery policy,True,True,848.98
test_382,1053.14,gateway_timeout,upi,HDFC,0,0.158,0.6104,642.88,True,True,retry,Action satisfies recovery policy,True,True,1053.14
test_383,1282.42,invalid_card,upi,SBI,1,0.072,0.3827,490.79,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_384,681.4,bank_timeout,netbanking,AXIS,0,0.085,0.7246,493.76,True,True,retry,Action satisfies recovery policy,True,True,681.4
test_385,860.89,insufficient_funds,upi,HDFC,1,0.188,0.2967,255.4,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_386,728.69,temporary_bank_failure,wallet,AXIS,0,0.152,0.7166,522.16,True,True,retry,Action satisfies recovery policy,True,True,728.69
test_387,2444.4,expired_card,netbanking,ICICI,1,0.084,0.4307,1052.7,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_388,2913.84,insufficient_funds,upi,KOTAK,0,0.413,0.4237,1234.51,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_389,7814.11,insufficient_funds,card,HDFC,2,0.155,0.1982,1548.4,True,False,stop,Maximum retry count reached,False,False,0.0
test_390,380.49,account_closed,netbanking,SBI,2,0.308,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_391,9563.13,network_error,card,KOTAK,2,0.098,0.3128,2991.48,True,False,stop,Maximum retry count reached,False,False,0.0
test_392,1224.55,gateway_timeout,netbanking,SBI,1,0.174,0.6701,820.55,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_393,3726.95,insufficient_funds,card,SBI,0,0.076,0.4257,1586.54,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_394,1487.98,network_error,netbanking,KOTAK,1,0.335,0.3771,561.11,True,True,retry,Action satisfies recovery policy,True,True,1487.98
test_395,1138.06,card_blocked,card,HDFC,0,0.017,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_396,5328.93,bank_timeout,card,SBI,2,0.163,0.3603,1920.16,True,False,stop,Maximum retry count reached,True,False,0.0
test_397,424.43,card_blocked,upi,AXIS,2,0.326,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_398,1152.46,invalid_card,upi,HDFC,0,0.135,0.4127,475.57,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_399,5720.06,account_closed,card,KOTAK,1,0.219,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_400,3992.84,insufficient_funds,card,SBI,2,0.236,0.2348,937.53,True,False,stop,Maximum retry count reached,False,False,0.0
test_401,791.89,insufficient_funds,upi,HDFC,0,0.046,0.4268,338.0,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_402,20633.34,insufficient_funds,card,ICICI,0,0.24,0.4334,8942.17,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_403,1448.83,temporary_bank_failure,netbanking,HDFC,2,0.151,0.4374,633.71,True,False,stop,Maximum retry count reached,True,False,0.0
test_404,4015.08,gateway_timeout,card,HDFC,1,0.095,0.6714,2695.59,True,True,retry,Action satisfies recovery policy,True,True,4015.08
test_405,3764.37,expired_card,card,KOTAK,2,0.341,0.2329,876.6,True,False,stop,Maximum retry count reached,True,False,0.0
test_406,1990.96,bank_timeout,card,HDFC,2,0.078,0.451,897.9,True,False,stop,Maximum retry count reached,False,False,0.0
test_407,605.44,invalid_card,netbanking,HDFC,1,0.067,0.3884,235.15,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_408,1915.76,expired_card,upi,ICICI,1,0.349,0.346,662.8,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_409,2165.81,invalid_card,card,ICICI,0,0.359,0.4734,1025.39,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_410,3373.1,invalid_card,netbanking,AXIS,2,0.181,0.2259,761.91,True,False,stop,Maximum retry count reached,False,False,0.0
test_411,2290.01,gateway_timeout,upi,ICICI,0,0.143,0.6433,1473.26,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_412,712.53,card_blocked,upi,SBI,1,0.185,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_413,896.92,network_error,upi,KOTAK,1,0.196,0.5463,489.99,True,True,retry,Action satisfies recovery policy,True,True,896.92
test_414,456.32,invalid_card,card,HDFC,2,0.19,0.1577,71.96,True,False,stop,Maximum retry count reached,False,False,0.0
test_415,1504.09,insufficient_funds,netbanking,HDFC,2,0.256,0.2208,332.13,True,False,stop,Maximum retry count reached,False,False,0.0
test_416,654.51,bank_timeout,card,SBI,2,0.167,0.3333,218.18,True,False,stop,Maximum retry count reached,False,False,0.0
test_417,1148.12,insufficient_funds,upi,AXIS,1,0.261,0.2411,276.82,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_418,1535.76,network_error,card,KOTAK,0,0.079,0.6782,1041.49,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_419,2977.39,insufficient_funds,card,AXIS,1,0.324,0.2091,622.53,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_420,4214.25,bank_timeout,upi,AXIS,1,0.128,0.3788,1596.51,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_421,518.28,insufficient_funds,upi,AXIS,1,0.127,0.3554,184.19,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_422,1404.9,bank_timeout,card,SBI,0,0.066,0.7493,1052.68,True,True,retry,Action satisfies recovery policy,True,True,1404.9
test_423,2250.8,card_blocked,card,SBI,0,0.117,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_424,1206.08,card_blocked,card,HDFC,0,0.242,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_425,4198.42,bank_timeout,upi,ICICI,1,0.163,0.4667,1959.24,True,True,retry,Action satisfies recovery policy,True,True,4198.42
test_426,3041.43,insufficient_funds,card,HDFC,0,0.218,0.4396,1337.1,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_427,1314.5,card_blocked,netbanking,HDFC,2,0.286,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_428,2019.41,invalid_card,card,KOTAK,2,0.151,0.1633,329.82,True,False,stop,Maximum retry count reached,False,False,0.0
test_429,992.63,bank_timeout,card,HDFC,1,0.054,0.6082,603.7,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_430,2733.68,insufficient_funds,upi,SBI,1,0.345,0.1929,527.35,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_431,1337.02,card_blocked,card,AXIS,0,0.123,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_432,7905.35,account_closed,upi,ICICI,2,0.153,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_433,1296.77,expired_card,upi,ICICI,1,0.246,0.3705,480.42,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_434,1090.29,temporary_bank_failure,card,HDFC,1,0.348,0.4068,443.52,True,True,retry,Action satisfies recovery policy,True,True,1090.29
test_435,474.5,temporary_bank_failure,upi,AXIS,1,0.187,0.5553,263.48,True,True,retry,Action satisfies recovery policy,True,True,474.5
test_436,782.55,gateway_timeout,card,KOTAK,2,0.062,0.5713,447.1,True,False,stop,Maximum retry count reached,False,False,0.0
test_437,2331.09,account_closed,upi,HDFC,1,0.134,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_438,1761.94,network_error,netbanking,KOTAK,2,0.082,0.337,593.71,True,False,stop,Maximum retry count reached,False,False,0.0
test_439,1029.84,expired_card,wallet,KOTAK,2,0.344,0.1699,174.98,True,False,stop,Maximum retry count reached,False,False,0.0
test_440,601.21,gateway_timeout,netbanking,SBI,1,0.515,0.3873,232.84,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_441,265.86,network_error,card,HDFC,0,0.191,0.6682,177.65,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_442,2892.16,expired_card,netbanking,SBI,1,0.077,0.3227,933.24,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_443,4853.86,temporary_bank_failure,netbanking,KOTAK,2,0.145,0.4367,2119.91,True,False,stop,Maximum retry count reached,True,False,0.0
test_444,1373.44,insufficient_funds,wallet,ICICI,1,0.134,0.3816,524.11,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_445,3154.3,insufficient_funds,upi,AXIS,2,0.116,0.2284,720.49,True,False,stop,Maximum retry count reached,False,False,0.0
test_446,2220.23,temporary_bank_failure,card,HDFC,2,0.059,0.4733,1050.73,True,False,stop,Maximum retry count reached,False,False,0.0
test_447,2007.9,network_error,card,HDFC,0,0.249,0.6468,1298.7,True,True,retry,Action satisfies recovery policy,True,True,2007.9
test_448,1131.49,network_error,upi,KOTAK,2,0.181,0.3033,343.13,True,False,stop,Maximum retry count reached,False,False,0.0
test_449,743.99,insufficient_funds,card,KOTAK,2,0.257,0.1677,124.77,True,False,stop,Maximum retry count reached,False,False,0.0
test_450,3447.36,bank_timeout,card,HDFC,2,0.016,0.4703,1621.13,True,False,stop,Maximum retry count reached,False,False,0.0
test_451,2618.26,network_error,card,AXIS,0,0.336,0.5186,1357.71,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_452,1393.69,gateway_timeout,card,KOTAK,1,0.022,0.7102,989.81,True,True,retry,Action satisfies recovery policy,True,True,1393.69
test_453,2850.01,card_blocked,netbanking,AXIS,1,0.453,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_454,1684.35,invalid_card,upi,AXIS,1,0.379,0.2899,488.22,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_455,4493.06,card_blocked,card,SBI,2,0.126,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_456,3949.07,temporary_bank_failure,card,HDFC,1,0.088,0.556,2195.77,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_457,1462.13,account_closed,card,ICICI,0,0.046,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_458,2353.03,account_closed,card,KOTAK,1,0.226,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_459,1468.2,temporary_bank_failure,wallet,HDFC,2,0.478,0.3544,520.31,True,False,stop,Maximum retry count reached,False,False,0.0
test_460,1965.45,bank_timeout,upi,KOTAK,0,0.348,0.6437,1265.24,True,True,retry,Action satisfies recovery policy,True,True,1965.45
test_461,1507.33,card_blocked,card,HDFC,2,0.228,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_462,4861.67,insufficient_funds,upi,SBI,2,0.05,0.1737,844.71,True,False,stop,Maximum retry count reached,False,False,0.0
test_463,1787.32,account_closed,wallet,SBI,1,0.017,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_464,4432.82,insufficient_funds,upi,HDFC,2,0.34,0.1512,670.1,True,False,stop,Maximum retry count reached,False,False,0.0
test_465,1097.09,gateway_timeout,card,HDFC,1,0.216,0.6501,713.25,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_466,3953.35,expired_card,card,ICICI,0,0.075,0.4978,1968.15,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_467,4491.22,insufficient_funds,upi,KOTAK,1,0.286,0.2411,1082.94,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_468,1112.51,card_blocked,wallet,SBI,2,0.18,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_469,2187.86,insufficient_funds,card,HDFC,2,0.206,0.2403,525.66,True,False,stop,Maximum retry count reached,True,False,0.0
test_470,279.44,temporary_bank_failure,card,ICICI,1,0.035,0.6509,181.88,True,True,retry,Action satisfies recovery policy,True,True,279.44
test_471,781.43,invalid_card,card,ICICI,1,0.133,0.3963,309.69,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_472,2839.41,temporary_bank_failure,wallet,HDFC,0,0.039,0.7152,2030.68,True,True,retry,Action satisfies recovery policy,True,True,2839.41
test_473,5151.39,network_error,netbanking,ICICI,1,0.2,0.5838,3007.41,True,False,request_approval,High-value transaction requires merchant approval,False,False,0.0
test_474,3343.4,gateway_timeout,upi,AXIS,1,0.055,0.6466,2161.94,True,True,retry,Action satisfies recovery policy,True,True,3343.4
test_475,974.86,invalid_card,netbanking,KOTAK,2,0.275,0.1997,194.66,True,False,stop,Maximum retry count reached,False,False,0.0
test_476,569.8,insufficient_funds,card,HDFC,2,0.184,0.243,138.45,True,False,stop,Maximum retry count reached,False,False,0.0
test_477,2027.71,insufficient_funds,upi,SBI,0,0.41,0.4208,853.34,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_478,5444.41,bank_timeout,netbanking,HDFC,1,0.234,0.495,2695.19,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_479,391.55,temporary_bank_failure,netbanking,ICICI,2,0.122,0.3078,120.51,True,False,stop,Maximum retry count reached,False,False,0.0
test_480,1044.17,network_error,netbanking,KOTAK,1,0.157,0.554,578.44,True,True,retry,Action satisfies recovery policy,True,True,1044.17
test_481,3038.26,temporary_bank_failure,card,AXIS,2,0.257,0.4089,1242.45,True,False,stop,Maximum retry count reached,True,False,0.0
test_482,1049.13,insufficient_funds,card,KOTAK,0,0.191,0.524,549.77,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_483,1771.9,temporary_bank_failure,card,SBI,0,0.026,0.7675,1359.88,True,True,retry,Action satisfies recovery policy,True,True,1771.9
test_484,3210.57,invalid_card,upi,HDFC,2,0.024,0.1957,628.44,True,False,stop,Maximum retry count reached,False,False,0.0
test_485,3932.52,network_error,netbanking,AXIS,1,0.244,0.4908,1929.95,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_486,9856.03,card_blocked,netbanking,KOTAK,0,0.284,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_487,4067.55,gateway_timeout,card,SBI,0,0.098,0.7955,3235.61,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_488,1110.94,expired_card,upi,SBI,1,0.2,0.3083,342.45,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_489,1450.24,bank_timeout,card,KOTAK,2,0.019,0.3029,439.34,True,False,stop,Maximum retry count reached,True,False,0.0
test_490,2011.67,bank_timeout,card,SBI,1,0.178,0.4401,885.26,True,True,retry,Action satisfies recovery policy,True,True,2011.67
test_491,3922.23,bank_timeout,upi,KOTAK,1,0.104,0.4128,1618.91,True,True,retry,Action satisfies recovery policy,True,True,3922.23
test_492,990.34,expired_card,netbanking,SBI,2,0.179,0.2737,271.08,True,False,stop,Maximum retry count reached,False,False,0.0
test_493,1010.85,invalid_card,card,HDFC,1,0.164,0.3163,319.72,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_494,1745.54,gateway_timeout,upi,AXIS,0,0.059,0.6138,1071.34,True,True,retry,Action satisfies recovery policy,True,True,1745.54
test_495,798.98,invalid_card,upi,KOTAK,2,0.189,0.1198,95.73,True,False,stop,Maximum retry count reached,False,False,0.0
test_496,7818.05,insufficient_funds,upi,AXIS,2,0.237,0.1854,1449.6,True,False,stop,Maximum retry count reached,True,False,0.0
test_497,884.04,bank_timeout,netbanking,KOTAK,1,0.169,0.5473,483.87,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_498,2471.2,card_blocked,upi,AXIS,0,0.113,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_499,2696.59,account_closed,upi,ICICI,1,0.321,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_500,10968.61,card_blocked,card,ICICI,1,0.174,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_501,785.1,temporary_bank_failure,card,AXIS,1,0.116,0.499,391.74,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_502,2121.19,account_closed,card,KOTAK,0,0.175,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_503,2626.83,bank_timeout,card,AXIS,0,0.311,0.6694,1758.31,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_504,2904.69,account_closed,card,HDFC,2,0.17,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_505,2398.69,expired_card,netbanking,HDFC,2,0.303,0.2322,557.07,True,False,stop,Maximum retry count reached,True,False,0.0
test_506,2486.45,gateway_timeout,netbanking,KOTAK,2,0.059,0.3981,989.89,True,False,stop,Maximum retry count reached,True,False,0.0
test_507,2760.82,insufficient_funds,wallet,HDFC,0,0.136,0.5006,1382.02,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_508,2301.01,network_error,card,SBI,0,0.158,0.7471,1719.05,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_509,2513.38,invalid_card,card,ICICI,1,0.086,0.4086,1026.92,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_510,909.72,network_error,wallet,SBI,1,0.179,0.6067,551.91,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_511,9147.72,card_blocked,upi,ICICI,0,0.017,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_512,2468.74,card_blocked,card,AXIS,0,0.33,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_513,1727.36,bank_timeout,card,ICICI,1,0.263,0.506,874.07,True,True,retry,Action satisfies recovery policy,True,True,1727.36
test_514,2563.9,card_blocked,netbanking,ICICI,0,0.221,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_515,1070.96,expired_card,card,ICICI,1,0.276,0.3915,419.33,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_516,4460.15,insufficient_funds,upi,ICICI,0,0.258,0.3184,1420.2,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_517,1284.78,account_closed,upi,SBI,1,0.279,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_518,1442.18,card_blocked,upi,ICICI,1,0.075,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_519,9153.93,bank_timeout,upi,ICICI,2,0.478,0.3033,2776.5,True,False,stop,Maximum retry count reached,True,False,0.0
test_520,1001.37,gateway_timeout,upi,AXIS,1,0.252,0.6022,603.05,True,True,retry,Action satisfies recovery policy,True,True,1001.37
test_521,1211.59,expired_card,card,SBI,1,0.125,0.4357,527.84,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_522,994.95,gateway_timeout,upi,AXIS,2,0.322,0.2789,277.48,True,False,stop,Maximum retry count reached,False,False,0.0
test_523,2513.71,temporary_bank_failure,card,KOTAK,1,0.278,0.4775,1200.37,True,True,retry,Action satisfies recovery policy,True,True,2513.71
test_524,2335.84,network_error,upi,HDFC,2,0.548,0.2175,508.03,True,False,stop,Maximum retry count reached,False,False,0.0
test_525,5737.68,insufficient_funds,card,AXIS,0,0.23,0.2995,1718.37,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_526,1077.76,account_closed,netbanking,SBI,0,0.287,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_527,660.76,network_error,netbanking,SBI,2,0.161,0.4755,314.17,True,False,stop,Maximum retry count reached,False,False,0.0
test_528,4900.68,expired_card,card,HDFC,0,0.023,0.59,2891.57,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_529,1122.89,insufficient_funds,upi,AXIS,0,0.177,0.3883,436.02,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_530,1590.74,invalid_card,card,HDFC,0,0.341,0.3066,487.65,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_531,3611.18,bank_timeout,upi,SBI,0,0.051,0.5598,2021.44,True,True,retry,Action satisfies recovery policy,True,True,3611.18
test_532,3263.11,expired_card,upi,KOTAK,2,0.339,0.1297,423.38,True,False,stop,Maximum retry count reached,False,False,0.0
test_533,700.47,insufficient_funds,card,HDFC,0,0.22,0.505,353.72,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_534,820.94,insufficient_funds,card,HDFC,0,0.165,0.5234,429.68,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_535,3555.01,account_closed,upi,SBI,1,0.391,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_536,4124.09,network_error,card,HDFC,0,0.183,0.5447,2246.49,True,True,retry,Action satisfies recovery policy,True,True,4124.09
test_537,568.34,network_error,card,SBI,2,0.241,0.3775,214.55,True,False,stop,Maximum retry count reached,False,False,0.0
test_538,1572.91,card_blocked,upi,ICICI,0,0.358,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_539,3557.01,gateway_timeout,upi,HDFC,0,0.151,0.7462,2654.3,True,True,retry,Action satisfies recovery policy,True,True,3557.01
test_540,2008.97,temporary_bank_failure,upi,AXIS,1,0.266,0.4681,940.38,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_541,1122.4,insufficient_funds,netbanking,AXIS,0,0.073,0.5336,598.87,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_542,5367.38,network_error,upi,KOTAK,0,0.029,0.7353,3946.88,True,False,request_approval,High-value transaction requires merchant approval,False,False,0.0
test_543,1321.01,bank_timeout,card,SBI,2,0.219,0.44,581.25,True,False,stop,Maximum retry count reached,True,False,0.0
test_544,1089.27,card_blocked,upi,AXIS,1,0.036,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_545,514.54,gateway_timeout,netbanking,ICICI,1,0.098,0.5526,284.32,True,True,retry,Action satisfies recovery policy,True,True,514.54
test_546,740.48,bank_timeout,upi,SBI,1,0.126,0.3769,279.12,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_547,2440.95,account_closed,card,HDFC,0,0.359,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_548,2274.67,invalid_card,upi,SBI,2,0.146,0.2342,532.83,True,False,stop,Maximum retry count reached,False,False,0.0
test_549,410.39,network_error,netbanking,AXIS,1,0.241,0.4413,181.09,True,True,retry,Action satisfies recovery policy,True,True,410.39
test_550,1531.62,insufficient_funds,upi,HDFC,2,0.098,0.2434,372.87,True,False,stop,Maximum retry count reached,False,False,0.0
test_551,1922.34,temporary_bank_failure,netbanking,AXIS,1,0.134,0.3756,722.02,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_552,3651.81,bank_timeout,netbanking,KOTAK,1,0.09,0.551,2012.22,True,True,retry,Action satisfies recovery policy,True,True,3651.81
test_553,1350.89,insufficient_funds,upi,HDFC,0,0.059,0.5096,688.35,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_554,2703.48,account_closed,card,ICICI,0,0.077,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_555,956.95,invalid_card,upi,SBI,1,0.297,0.329,314.79,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_556,1604.93,insufficient_funds,card,AXIS,0,0.039,0.3937,631.88,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_557,7967.43,bank_timeout,netbanking,HDFC,0,0.446,0.5076,4044.54,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_558,5796.36,temporary_bank_failure,upi,AXIS,2,0.177,0.2591,1501.64,True,False,stop,Maximum retry count reached,True,False,0.0
test_559,1544.81,network_error,card,KOTAK,2,0.102,0.4901,757.15,True,False,stop,Maximum retry count reached,False,False,0.0
test_560,1902.05,gateway_timeout,card,AXIS,0,0.266,0.7541,1434.28,True,True,retry,Action satisfies recovery policy,True,True,1902.05
test_561,10076.87,bank_timeout,upi,KOTAK,0,0.128,0.6776,6828.58,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_562,721.06,account_closed,wallet,SBI,2,0.43,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_563,2200.47,temporary_bank_failure,upi,HDFC,1,0.122,0.5701,1254.43,True,True,retry,Action satisfies recovery policy,True,True,2200.47
test_564,3082.64,temporary_bank_failure,netbanking,KOTAK,0,0.079,0.5715,1761.75,True,True,retry,Action satisfies recovery policy,True,True,3082.64
test_565,1766.94,insufficient_funds,card,HDFC,1,0.101,0.3841,678.74,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_566,2164.41,expired_card,upi,ICICI,1,0.523,0.222,480.46,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_567,1700.63,network_error,card,HDFC,1,0.123,0.5492,933.97,True,True,retry,Action satisfies recovery policy,True,True,1700.63
test_568,18639.21,insufficient_funds,netbanking,AXIS,0,0.326,0.3888,7246.29,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_569,3486.93,card_blocked,card,KOTAK,1,0.116,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_570,4286.3,card_blocked,upi,SBI,1,0.21,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_571,351.37,insufficient_funds,upi,KOTAK,0,0.062,0.5346,187.85,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_572,591.04,bank_timeout,wallet,SBI,2,0.109,0.4548,268.82,True,False,stop,Maximum retry count reached,True,False,0.0
test_573,1828.15,bank_timeout,card,KOTAK,2,0.284,0.4121,753.37,True,False,stop,Maximum retry count reached,True,False,0.0
test_574,1929.79,insufficient_funds,upi,ICICI,2,0.175,0.1326,255.83,True,False,stop,Maximum retry count reached,False,False,0.0
test_575,2305.47,bank_timeout,upi,HDFC,2,0.059,0.3799,875.8,True,False,stop,Maximum retry count reached,False,False,0.0
test_576,1590.34,bank_timeout,card,KOTAK,0,0.086,0.7402,1177.15,True,True,retry,Action satisfies recovery policy,True,True,1590.34
test_577,5485.6,expired_card,card,ICICI,0,0.138,0.4655,2553.68,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_578,2065.66,card_blocked,card,HDFC,0,0.162,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_579,1222.71,card_blocked,card,SBI,2,0.285,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_580,554.41,account_closed,netbanking,ICICI,2,0.058,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_581,2743.1,invalid_card,card,HDFC,1,0.087,0.2429,666.26,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_582,5314.5,card_blocked,upi,HDFC,0,0.14,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_583,759.39,insufficient_funds,card,SBI,1,0.075,0.2576,195.59,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_584,3259.48,bank_timeout,upi,HDFC,0,0.073,0.6997,2280.73,True,True,retry,Action satisfies recovery policy,True,True,3259.48
test_585,4417.4,account_closed,upi,KOTAK,1,0.111,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_586,4565.61,bank_timeout,upi,ICICI,2,0.469,0.2415,1102.77,True,False,stop,Maximum retry count reached,True,False,0.0
