transaction_id,customer_id,amount,payment_method,bank,failure_reason,retry_count,previous_transactions,previous_successful_transactions,risk_score,recovered
pay_002889,cust_00638,2462.74,card,KOTAK,bank_timeout,1,9,3,0.116,1
pay_002890,cust_02791,789.27,netbanking,HDFC,insufficient_funds,1,18,1,0.326,0
pay_002891,cust_01010,3038.46,upi,KOTAK,invalid_card,1,2,2,0.172,0
pay_002892,cust_02979,3642.39,card,KOTAK,network_error,2,3,3,0.135,0
pay_002893,cust_00641,1693.83,card,ICICI,invalid_card,2,2,2,0.44,0
pay_002894,cust_02840,1786.35,card,HDFC,temporary_bank_failure,1,14,14,0.164,1
pay_002895,cust_02660,348.24,upi,SBI,insufficient_funds,1,5,5,0.066,0
pay_002896,cust_01862,920.8,card,AXIS,expired_card,2,8,8,0.293,0
pay_002897,cust_02857,3550.9,card,ICICI,expired_card,2,7,2,0.304,0
pay_002898,cust_01206,966.71,upi,KOTAK,bank_timeout,2,1,1,0.242,1
pay_002899,cust_00686,1591.01,card,SBI,network_error,0,18,17,0.206,1
pay_002900,cust_01852,909.69,upi,SBI,account_closed,1,14,5,0.262,0
pay_002901,cust_00188,2174.71,card,KOTAK,card_blocked,0,7,7,0.195,0
pay_002902,cust_01620,2477.47,upi,KOTAK,insufficient_funds,0,18,17,0.17,0
pay_002903,cust_01688,2531.03,card,ICICI,insufficient_funds,2,4,4,0.051,0
pay_002904,cust_00985,726.7,netbanking,HDFC,invalid_card,1,11,11,0.094,0
pay_002905,cust_00548,1969.16,card,ICICI,gateway_timeout,2,11,11,0.14,0
pay_002906,cust_02773,6382.12,card,HDFC,temporary_bank_failure,2,8,8,0.054,1
pay_002907,cust_02974,3290.49,netbanking,SBI,invalid_card,2,17,15,0.05,0
pay_002908,cust_01432,1948.21,netbanking,AXIS,bank_timeout,2,9,9,0.268,0
pay_002909,cust_00876,385.76,card,KOTAK,account_closed,1,4,0,0.145,0
pay_002910,cust_00618,1481.06,netbanking,ICICI,gateway_timeout,1,14,13,0.171,1
pay_002911,cust_02462,6748.61,card,SBI,insufficient_funds,2,19,2,0.227,0
pay_002912,cust_01366,5192.06,upi,ICICI,expired_card,0,18,9,0.175,0
pay_002913,cust_01244,2615.3,card,HDFC,temporary_bank_failure,2,9,9,0.135,0
pay_002914,cust_00903,1016.92,card,KOTAK,insufficient_funds,0,16,0,0.115,0
pay_002915,cust_00163,1885.26,upi,HDFC,expired_card,0,5,5,0.07,0
pay_002916,cust_01975,3356.94,upi,HDFC,bank_timeout,2,8,8,0.107,1
pay_002917,cust_00270,3836.94,upi,HDFC,insufficient_funds,1,16,16,0.29,0
pay_002918,cust_00632,2321.8,upi,SBI,temporary_bank_failure,2,17,0,0.134,0
pay_002919,cust_00906,3583.27,wallet,KOTAK,insufficient_funds,1,13,4,0.176,1
pay_002920,cust_02015,1725.11,card,AXIS,bank_timeout,0,5,5,0.039,0
pay_002921,cust_01642,1665.16,card,ICICI,invalid_card,1,10,0,0.255,0
pay_002922,cust_00205,1252.46,upi,HDFC,network_error,1,18,16,0.206,1
pay_002923,cust_00582,2539.26,card,KOTAK,expired_card,1,15,11,0.242,1
pay_002924,cust_01580,4024.97,upi,ICICI,invalid_card,2,1,1,0.132,0
pay_002925,cust_00841,3186.74,upi,KOTAK,invalid_card,0,6,3,0.178,0
pay_002926,cust_01837,682.37,card,ICICI,account_closed,0,5,5,0.051,0
pay_002927,cust_01252,712.24,netbanking,KOTAK,temporary_bank_failure,1,14,7,0.208,1
pay_002928,cust_01720,4371.72,card,AXIS,card_blocked,0,12,11,0.112,0
pay_002929,cust_01643,2082.36,card,KOTAK,bank_timeout,1,6,6,0.122,1
pay_002930,cust_02644,2148.49,card,KOTAK,insufficient_funds,1,19,2,0.049,0
pay_002931,cust_02298,2110.1,card,HDFC,temporary_bank_failure,1,2,2,0.513,0
pay_002932,cust_00875,7341.6,card,HDFC,invalid_card,1,14,3,0.302,0
pay_002933,cust_01465,1265.18,upi,HDFC,invalid_card,2,19,4,0.081,0
pay_002934,cust_02244,4417.4,upi,KOTAK,account_closed,1,2,2,0.111,0
pay_002935,cust_00690,2179.58,netbanking,AXIS,temporary_bank_failure,0,14,7,0.382,1
pay_002936,cust_02011,502.5,card,ICICI,temporary_bank_failure,2,2,2,0.374,0
pay_002937,cust_02687,934.6,card,HDFC,expired_card,0,14,9,0.105,0
pay_002938,cust_01423,1112.51,wallet,SBI,card_blocked,2,0,0,0.18,0
pay_002939,cust_02002,4335.04,card,KOTAK,network_error,1,19,9,0.381,0
pay_002940,cust_00672,4826.31,wallet,AXIS,card_blocked,2,10,10,0.18,0
pay_002941,cust_01172,2399.66,netbanking,AXIS,insufficient_funds,0,3,3,0.154,0
pay_002942,cust_01496,1190.09,netbanking,HDFC,invalid_card,2,18,3,0.152,0
pay_002943,cust_00944,872.37,card,HDFC,gateway_timeout,2,9,9,0.327,1
pay_002944,cust_02247,4492.05,card,SBI,invalid_card,1,3,3,0.291,0
pay_002945,cust_01450,647.01,upi,SBI,card_blocked,1,15,0,0.25,0
pay_002946,cust_02540,1663.85,upi,HDFC,network_error,2,0,0,0.202,0
pay_002947,cust_00896,11986.99,card,ICICI,gateway_timeout,1,12,2,0.193,0
pay_002948,cust_02190,1192.93,upi,HDFC,account_closed,1,18,4,0.096,0
pay_002949,cust_01337,653.7,card,HDFC,network_error,2,13,13,0.067,1
pay_002950,cust_00165,440.38,upi,AXIS,gateway_timeout,0,12,11,0.111,1
pay_002951,cust_02362,12372.15,netbanking,HDFC,network_error,1,3,0,0.203,0
pay_002952,cust_02069,2389.65,card,HDFC,expired_card,2,9,8,0.369,0
pay_002953,cust_01106,902.11,card,HDFC,network_error,2,7,7,0.099,1
pay_002954,cust_01754,1554.16,card,ICICI,gateway_timeout,2,8,8,0.395,0
pay_002955,cust_02353,1063.83,card,AXIS,insufficient_funds,0,13,13,0.261,0
pay_002956,cust_01939,407.14,card,KOTAK,temporary_bank_failure,0,7,7,0.026,1
pay_002957,cust_00371,3396.48,card,KOTAK,expired_card,0,0,0,0.053,1
pay_002958,cust_01881,1857.62,card,KOTAK,bank_timeout,1,10,3,0.109,0
pay_002959,cust_00853,3177.94,netbanking,KOTAK,account_closed,2,15,8,0.205,0
pay_002960,cust_00384,1817.54,netbanking,AXIS,insufficient_funds,2,0,0,0.128,1
pay_002961,cust_01932,2008.2,card,HDFC,insufficient_funds,0,18,18,0.088,1
pay_002962,cust_02493,302.52,card,KOTAK,insufficient_funds,1,19,3,0.509,0
pay_002963,cust_00425,3737.9,card,HDFC,bank_timeout,1,17,11,0.204,0
pay_002964,cust_02209,756.99,upi,KOTAK,invalid_card,2,6,6,0.338,0
pay_002965,cust_00629,929.21,upi,ICICI,card_blocked,0,8,8,0.1,0
pay_002966,cust_00895,1185.24,wallet,HDFC,insufficient_funds,2,5,5,0.075,1
pay_002967,cust_02538,348.3,card,AXIS,gateway_timeout,0,19,10,0.262,1
pay_002968,cust_02375,1134.51,upi,ICICI,invalid_card,0,5,4,0.394,0
pay_002969,cust_00598,1073.04,upi,ICICI,expired_card,2,0,0,0.189,0
pay_002970,cust_02337,1336.4,netbanking,AXIS,expired_card,0,5,5,0.155,0
pay_002971,cust_00593,463.62,upi,ICICI,card_blocked,0,15,4,0.042,0
pay_002972,cust_01688,3797.76,card,HDFC,insufficient_funds,0,3,3,0.137,0
pay_002973,cust_00573,2486.04,upi,SBI,network_error,0,2,2,0.03,0
pay_002974,cust_02076,905.75,netbanking,SBI,bank_timeout,1,8,8,0.144,1
pay_002975,cust_02091,1135.43,card,KOTAK,insufficient_funds,0,7,7,0.102,0
pay_002976,cust_01705,3535.18,card,KOTAK,expired_card,0,6,6,0.147,1
pay_002977,cust_02471,1471.47,card,HDFC,network_error,0,11,11,0.215,0
pay_002978,cust_00177,670.2,card,AXIS,bank_timeout,2,0,0,0.189,0
pay_002979,cust_00529,1691.09,card,HDFC,account_closed,1,11,11,0.327,0
pay_002980,cust_01634,757.27,wallet,KOTAK,temporary_bank_failure,0,15,8,0.055,0
pay_002981,cust_00966,1026.29,upi,ICICI,insufficient_funds,0,13,2,0.312,0
pay_002982,cust_01518,1736.28,upi,HDFC,bank_timeout,2,10,10,0.103,1
pay_002983,cust_00198,4205.59,upi,HDFC,gateway_timeout,1,19,6,0.23,0
pay_002984,cust_02658,9123.97,netbanking,AXIS,gateway_timeout,1,18,6,0.201,1
pay_002985,cust_02890,5378.11,netbanking,KOTAK,account_closed,1,18,18,0.012,0
pay_002986,cust_00853,1707.04,upi,HDFC,account_closed,0,12,0,0.287,0
pay_002987,cust_01538,11002.52,upi,ICICI,network_error,1,11,7,0.059,1
pay_002988,cust_02070,2825.99,card,ICICI,insufficient_funds,2,9,0,0.005,0
pay_002989,cust_01081,825.71,card,SBI,invalid_card,2,14,11,0.145,0
pay_002990,cust_02890,1950.11,card,KOTAK,temporary_bank_failure,0,12,12,0.149,1
pay_002991,cust_00098,1068.99,card,ICICI,gateway_timeout,0,12,9,0.176,0
pay_002992,cust_01904,666.26,upi,AXIS,card_blocked,0,14,14,0.285,0
pay_002993,cust_00435,706.71,upi,KOTAK,invalid_card,0,16,8,0.376,0
pay_002994,cust_00637,1607.14,card,ICICI,gateway_timeout,2,10,9,0.167,1
pay_002995,cust_00588,3305.57,wallet,HDFC,insufficient_funds,0,9,9,0.114,0
pay_002996,cust_00344,4249.53,card,KOTAK,insufficient_funds,0,3,3,0.101,1
pay_002997,cust_01318,667.96,upi,ICICI,insufficient_funds,0,16,16,0.061,1
pay_002998,cust_01980,1418.55,upi,HDFC,gateway_timeout,0,13,6,0.299,1
pay_002999,cust_00571,2668.5,upi,SBI,temporary_bank_failure,2,1,1,0.075,1
pay_003000,cust_00611,2041.6,card,KOTAK,network_error,1,6,6,0.242,0
pay_003001,cust_01728,3151.51,upi,KOTAK,card_blocked,0,15,11,0.205,0
pay_003002,cust_02291,1276.97,card,ICICI,bank_timeout,2,16,4,0.159,1
pay_003003,cust_01855,5005.7,upi,SBI,insufficient_funds,1,3,0,0.332,0
pay_003004,cust_02609,1801.92,card,AXIS,card_blocked,2,2,2,0.04,0
pay_003005,cust_00960,3314.89,upi,ICICI,gateway_timeout,1,4,4,0.196,1
pay_003006,cust_02080,1333.26,card,ICICI,network_error,2,5,5,0.036,0
pay_003007,cust_02439,1894.5,upi,AXIS,card_blocked,0,5,1,0.185,0
pay_003008,cust_02325,504.3,card,AXIS,invalid_card,1,5,5,0.143,0
pay_003009,cust_00532,925.74,netbanking,AXIS,expired_card,2,18,4,0.239,0
pay_003010,cust_01178,1531.54,netbanking,AXIS,insufficient_funds,0,10,4,0.128,0
pay_003011,cust_02431,1958.73,card,AXIS,temporary_bank_failure,0,18,13,0.299,1
pay_003012,cust_01092,15443.77,card,HDFC,expired_card,1,13,13,0.179,0
pay_003013,cust_01902,1332.06,upi,HDFC,expired_card,2,14,14,0.2,1
pay_003014,cust_00884,601.06,card,AXIS,bank_timeout,0,4,4,0.336,1
pay_003015,cust_02262,7058.5,card,SBI,bank_timeout,2,11,2,0.06,1
pay_003016,cust_01679,4285.83,card,SBI,temporary_bank_failure,0,12,12,0.241,1
pay_003017,cust_02424,716.8,upi,AXIS,temporary_bank_failure,0,17,10,0.453,0
pay_003018,cust_02792,2623.36,card,HDFC,account_closed,0,2,2,0.222,0
pay_003019,cust_02261,3526.87,card,SBI,expired_card,1,11,11,0.101,0
pay_003020,cust_02127,2061.23,upi,HDFC,gateway_timeout,2,4,4,0.153,0
pay_003021,cust_01750,2346.45,card,ICICI,invalid_card,1,12,8,0.261,1
pay_003022,cust_02676,1090.29,card,HDFC,temporary_bank_failure,1,12,3,0.348,1
pay_003023,cust_02652,2705.47,netbanking,AXIS,card_blocked,1,5,5,0.1,0
pay_003024,cust_00782,1220.38,upi,KOTAK,invalid_card,1,15,6,0.379,1
pay_003025,cust_02728,217.82,card,AXIS,invalid_card,1,2,2,0.032,0
pay_003026,cust_02106,2115.43,card,ICICI,network_error,0,6,6,0.464,0
pay_003027,cust_00881,473.07,upi,HDFC,bank_timeout,0,9,9,0.038,0
pay_003028,cust_00447,4067.55,card,SBI,gateway_timeout,0,3,3,0.098,0
pay_003029,cust_02114,731.68,wallet,AXIS,temporary_bank_failure,1,11,6,0.275,1
pay_003030,cust_01784,254.07,upi,SBI,invalid_card,0,5,5,0.077,0
pay_003031,cust_01278,439.03,wallet,HDFC,network_error,0,17,10,0.287,1
pay_003032,cust_01992,1749.03,netbanking,ICICI,insufficient_funds,0,6,6,0.203,1
pay_003033,cust_01068,2098.98,upi,AXIS,insufficient_funds,1,1,1,0.295,0
pay_003034,cust_01578,583.99,upi,SBI,gateway_timeout,2,7,7,0.289,1
pay_003035,cust_01012,766.7,netbanking,AXIS,network_error,2,17,2,0.155,0
pay_003036,cust_02275,1796.41,upi,AXIS,account_closed,0,12,12,0.19,0
pay_003037,cust_00774,3935.46,card,SBI,bank_timeout,1,2,2,0.515,1
pay_003038,cust_02727,686.73,upi,ICICI,temporary_bank_failure,2,12,8,0.376,0
pay_003039,cust_01815,2448.77,card,AXIS,invalid_card,0,6,6,0.192,0
pay_003040,cust_02649,449.91,upi,ICICI,insufficient_funds,1,0,0,0.202,0
pay_003041,cust_02427,2327.87,upi,ICICI,invalid_card,2,17,11,0.157,0
pay_003042,cust_01202,3309.77,wallet,HDFC,invalid_card,2,15,6,0.088,0
pay_003043,cust_01451,2750.03,upi,SBI,account_closed,1,10,10,0.2,0
pay_003044,cust_02757,4005.88,netbanking,HDFC,temporary_bank_failure,2,16,13,0.413,0
pay_003045,cust_00307,3797.86,card,KOTAK,insufficient_funds,0,4,4,0.053,0
pay_003046,cust_00779,7923.16,card,HDFC,expired_card,0,5,0,0.2,0
pay_003047,cust_02552,1972.18,netbanking,AXIS,invalid_card,1,13,5,0.134,0
pay_003048,cust_02316,7941.94,upi,AXIS,insufficient_funds,1,13,13,0.049,0
pay_003049,cust_00008,849.56,upi,AXIS,insufficient_funds,0,18,8,0.04,0
pay_003050,cust_02556,1534.14,card,KOTAK,expired_card,1,4,0,0.023,1
pay_003051,cust_00476,1649.12,upi,ICICI,gateway_timeout,2,17,11,0.047,1
pay_003052,cust_01321,785.07,netbanking,AXIS,account_closed,2,10,10,0.226,0
pay_003053,cust_02212,273.55,card,HDFC,network_error,2,11,11,0.362,0
pay_003054,cust_00485,3624.38,upi,ICICI,account_closed,2,18,3,0.061,0
pay_003055,cust_02615,859.24,card,HDFC,expired_card,1,16,7,0.393,0
pay_003056,cust_00905,1312.04,card,HDFC,insufficient_funds,2,16,16,0.33,0
pay_003057,cust_00559,6423.18,upi,AXIS,insufficient_funds,1,1,1,0.11,0
pay_003058,cust_01968,2857.4,card,HDFC,network_error,0,5,4,0.261,0
pay_003059,cust_02286,7274.78,card,KOTAK,account_closed,2,18,10,0.222,0
pay_003060,cust_01128,1991.06,upi,ICICI,bank_timeout,1,5,5,0.351,1
pay_003061,cust_01234,2819.72,upi,AXIS,network_error,0,0,0,0.149,0
pay_003062,cust_02602,1491.39,card,AXIS,bank_timeout,2,13,13,0.155,0
pay_003063,cust_02876,916.94,netbanking,HDFC,bank_timeout,2,1,1,0.115,0
pay_003064,cust_00468,2811.39,card,HDFC,gateway_timeout,2,11,11,0.583,0
pay_003065,cust_02434,1275.74,wallet,SBI,network_error,1,16,5,0.116,0
pay_003066,cust_02823,3027.88,upi,SBI,insufficient_funds,1,3,3,0.112,0
pay_003067,cust_00848,1145.53,card,AXIS,insufficient_funds,0,3,3,0.227,1
pay_003068,cust_02435,1571.35,card,AXIS,account_closed,2,6,6,0.41,0
pay_003069,cust_02925,1675.34,card,HDFC,temporary_bank_failure,0,12,12,0.076,1
pay_003070,cust_00259,4279.42,card,KOTAK,temporary_bank_failure,1,16,16,0.241,0
pay_003071,cust_00283,1287.58,upi,KOTAK,network_error,2,13,9,0.107,0
pay_003072,cust_01650,4673.17,card,HDFC,invalid_card,0,16,15,0.323,1
pay_003073,cust_01899,876.66,card,SBI,gateway_timeout,2,15,4,0.194,0
pay_003074,cust_00040,2243.71,upi,SBI,insufficient_funds,1,15,9,0.08,1
pay_003075,cust_02534,1043.07,card,KOTAK,gateway_timeout,0,5,2,0.142,0
pay_003076,cust_02977,4414.27,upi,AXIS,network_error,2,1,1,0.089,1
pay_003077,cust_02268,939.24,card,HDFC,bank_timeout,2,16,3,0.155,0
pay_003078,cust_01015,1019.04,upi,AXIS,account_closed,2,1,1,0.499,0
pay_003079,cust_00613,661.8,upi,SBI,network_error,0,17,9,0.218,1
pay_003080,cust_02976,1963.4,upi,KOTAK,card_blocked,1,19,10,0.252,0
pay_003081,cust_01916,2901.08,card,AXIS,card_blocked,1,11,7,0.101,0
pay_003082,cust_00688,2661.12,card,SBI,insufficient_funds,0,3,3,0.189,0
pay_003083,cust_00613,1611.0,card,SBI,card_blocked,2,8,8,0.156,0
pay_003084,cust_02308,1065.89,card,SBI,bank_timeout,0,10,2,0.19,1
pay_003085,cust_02414,1446.72,card,AXIS,bank_timeout,0,16,10,0.052,1
pay_003086,cust_01782,1491.56,upi,ICICI,network_error,1,12,6,0.093,0
pay_003087,cust_01811,2212.96,upi,KOTAK,network_error,0,18,14,0.414,1
pay_003088,cust_02592,2094.53,netbanking,SBI,network_error,2,7,7,0.19,1
pay_003089,cust_02697,7271.92,card,AXIS,insufficient_funds,1,4,4,0.567,0
pay_003090,cust_01548,1866.29,upi,HDFC,bank_timeout,1,9,9,0.086,1
pay_003091,cust_01931,2413.04,wallet,KOTAK,insufficient_funds,2,14,14,0.15,0
pay_003092,cust_02862,1914.41,upi,HDFC,temporary_bank_failure,0,18,18,0.325,0
pay_003093,cust_01153,1392.16,upi,HDFC,bank_timeout,1,8,8,0.361,1
pay_003094,cust_00575,2400.09,wallet,AXIS,invalid_card,0,15,15,0.137,0
pay_003095,cust_01911,1291.39,wallet,ICICI,expired_card,2,15,13,0.038,1
pay_003096,cust_01013,1725.77,card,AXIS,invalid_card,1,7,1,0.114,0
pay_003097,cust_00670,4570.67,upi,AXIS,card_blocked,2,2,2,0.219,0
pay_003098,cust_00269,1226.25,upi,KOTAK,insufficient_funds,1,2,2,0.051,1
pay_003099,cust_01284,2464.82,upi,AXIS,invalid_card,2,9,9,0.21,0
pay_003100,cust_00924,248.37,netbanking,KOTAK,network_error,0,11,6,0.209,1
pay_003101,cust_01126,1558.88,card,SBI,gateway_timeout,2,14,14,0.077,0
pay_003102,cust_01530,1219.63,netbanking,KOTAK,insufficient_funds,2,14,9,0.2,0
pay_003103,cust_01759,1990.63,upi,AXIS,insufficient_funds,2,18,18,0.067,1
pay_003104,cust_01595,1496.69,card,SBI,expired_card,2,13,13,0.052,1
pay_003105,cust_00247,2024.78,upi,SBI,invalid_card,2,10,10,0.137,1
pay_003106,cust_01561,1335.51,card,ICICI,expired_card,0,5,5,0.124,0
pay_003107,cust_02179,2462.83,card,AXIS,bank_timeout,0,11,11,0.2,0
pay_003108,cust_02401,458.65,wallet,HDFC,temporary_bank_failure,1,17,16,0.168,0
pay_003109,cust_02244,1976.59,card,AXIS,insufficient_funds,2,1,1,0.099,1
pay_003110,cust_01940,854.35,upi,HDFC,insufficient_funds,0,15,9,0.246,0
pay_003111,cust_00930,4602.22,netbanking,ICICI,bank_timeout,2,3,3,0.126,0
pay_003112,cust_02693,843.39,wallet,AXIS,card_blocked,2,3,3,0.153,0
pay_003113,cust_00227,4008.52,netbanking,ICICI,card_blocked,1,16,4,0.193,0
pay_003114,cust_02749,1791.44,upi,HDFC,invalid_card,2,19,12,0.131,0
pay_003115,cust_00265,418.63,upi,KOTAK,bank_timeout,0,9,1,0.331,1
pay_003116,cust_01396,896.94,card,AXIS,gateway_timeout,1,17,0,0.314,1
pay_003117,cust_01458,3562.58,upi,SBI,gateway_timeout,1,18,7,0.207,1
pay_003118,cust_00646,3404.34,netbanking,SBI,insufficient_funds,1,10,9,0.042,1
pay_003119,cust_02259,639.39,upi,ICICI,bank_timeout,2,13,4,0.103,0
pay_003120,cust_01419,6312.48,card,KOTAK,gateway_timeout,1,3,3,0.109,0
pay_003121,cust_01474,1772.86,card,SBI,invalid_card,0,15,1,0.188,1
pay_003122,cust_02991,3669.74,netbanking,SBI,card_blocked,0,2,2,0.105,0
pay_003123,cust_01388,685.76,netbanking,AXIS,insufficient_funds,1,10,10,0.201,1
pay_003124,cust_01900,1255.44,upi,SBI,card_blocked,1,4,4,0.28,0
pay_003125,cust_02505,2521.79,upi,HDFC,card_blocked,1,1,1,0.373,0
pay_003126,cust_02773,1407.36,card,ICICI,gateway_timeout,2,11,11,0.098,1
pay_003127,cust_01250,174.75,upi,SBI,expired_card,1,12,0,0.106,0
pay_003128,cust_00982,1552.12,upi,AXIS,network_error,1,1,1,0.274,0
pay_003129,cust_01155,375.49,upi,HDFC,insufficient_funds,2,4,4,0.502,0
pay_003130,cust_00588,767.74,card,SBI,bank_timeout,1,18,17,0.481,0
pay_003131,cust_00476,588.58,card,ICICI,bank_timeout,1,4,4,0.147,0
pay_003132,cust_01822,4474.03,card,ICICI,account_closed,0,2,2,0.103,0
pay_003133,cust_00986,5750.74,netbanking,ICICI,account_closed,0,18,17,0.071,0
pay_003134,cust_02204,2376.18,netbanking,SBI,temporary_bank_failure,0,18,10,0.111,0
pay_003135,cust_01242,1504.09,netbanking,HDFC,insufficient_funds,2,10,10,0.256,0
pay_003136,cust_00190,1849.5,netbanking,KOTAK,insufficient_funds,0,11,10,0.21,0
pay_003137,cust_01441,4471.52,upi,ICICI,insufficient_funds,0,18,9,0.111,1
pay_003138,cust_00981,369.91,card,HDFC,bank_timeout,1,19,9,0.302,0
pay_003139,cust_01699,765.03,upi,AXIS,invalid_card,2,9,3,0.092,0
pay_003140,cust_01716,4036.91,card,AXIS,temporary_bank_failure,1,16,8,0.143,1
pay_003141,cust_02594,4768.64,card,HDFC,bank_timeout,1,11,9,0.045,1
pay_003142,cust_00041,2898.0,card,AXIS,expired_card,2,2,2,0.272,0
pay_003143,cust_02355,783.7,card,AXIS,account_closed,2,7,0,0.158,0
pay_003144,cust_00943,3990.37,upi,ICICI,card_blocked,1,7,7,0.138,0
pay_003145,cust_00338,5373.02,card,SBI,expired_card,1,12,12,0.064,0
pay_003146,cust_01338,3211.84,card,SBI,network_error,1,12,11,0.063,0
pay_003147,cust_01099,245.87,upi,SBI,insufficient_funds,2,9,4,0.127,0
pay_003148,cust_02327,1997.55,upi,SBI,card_blocked,1,14,4,0.043,0
pay_003149,cust_00896,2887.63,upi,HDFC,temporary_bank_failure,1,15,6,0.152,0
pay_003150,cust_02321,1196.92,card,ICICI,card_blocked,0,12,11,0.069,0
pay_003151,cust_02885,2099.26,card,HDFC,bank_timeout,0,10,10,0.179,1
pay_003152,cust_02668,1198.99,upi,AXIS,expired_card,0,11,0,0.129,1
pay_003153,cust_01675,907.53,upi,ICICI,bank_timeout,0,13,5,0.276,1
pay_003154,cust_02910,6053.99,card,KOTAK,invalid_card,0,19,17,0.193,1
pay_003155,cust_00931,2147.49,wallet,SBI,bank_timeout,1,2,2,0.031,1
pay_003156,cust_00289,746.37,card,AXIS,temporary_bank_failure,1,14,14,0.074,1
pay_003157,cust_00724,601.08,card,SBI,invalid_card,2,10,10,0.405,0
pay_003158,cust_02941,907.97,upi,SBI,insufficient_funds,2,2,2,0.186,1
pay_003159,cust_02320,911.91,card,SBI,account_closed,2,17,2,0.16,0
pay_003160,cust_01954,2032.91,wallet,KOTAK,gateway_timeout,1,7,7,0.07,0
pay_003161,cust_01090,2666.3,card,AXIS,card_blocked,0,7,3,0.12,0
pay_003162,cust_00483,2664.01,card,SBI,bank_timeout,1,12,12,0.101,0
pay_003163,cust_00936,992.19,card,SBI,expired_card,1,5,0,0.044,0
pay_003164,cust_02296,3776.32,upi,ICICI,card_blocked,2,9,9,0.072,0
pay_003165,cust_00156,4828.42,card,SBI,insufficient_funds,2,14,5,0.17,0
pay_003166,cust_01071,1468.55,card,ICICI,card_blocked,2,4,4,0.318,0
pay_003167,cust_01959,791.83,card,AXIS,expired_card,2,0,0,0.151,0
pay_003168,cust_02502,1959.07,upi,AXIS,gateway_timeout,1,7,7,0.081,1
pay_003169,cust_02249,10178.79,upi,AXIS,insufficient_funds,2,1,1,0.117,0
pay_003170,cust_01684,775.39,upi,ICICI,account_closed,0,0,0,0.243,0
pay_003171,cust_00124,1186.86,upi,KOTAK,card_blocked,1,15,9,0.156,0
pay_003172,cust_02049,1893.06,card,KOTAK,insufficient_funds,0,4,4,0.216,0
pay_003173,cust_00968,2788.7,netbanking,SBI,temporary_bank_failure,1,18,14,0.106,1
pay_003174,cust_00855,369.27,upi,AXIS,network_error,1,10,8,0.222,1
pay_003175,cust_00640,5139.5,card,HDFC,insufficient_funds,2,7,6,0.109,1
pay_003176,cust_02239,5083.9,upi,SBI,temporary_bank_failure,0,3,3,0.058,1
pay_003177,cust_01603,1287.12,upi,KOTAK,gateway_timeout,1,13,1,0.127,0
pay_003178,cust_02564,15761.01,card,KOTAK,account_closed,0,16,2,0.145,0
pay_003179,cust_00442,4827.89,card,AXIS,insufficient_funds,1,8,1,0.049,0
pay_003180,cust_01945,4626.52,card,ICICI,expired_card,1,3,0,0.136,0
pay_003181,cust_01839,4675.27,netbanking,SBI,bank_timeout,1,1,1,0.218,1
pay_003182,cust_01830,4568.65,card,ICICI,invalid_card,0,9,4,0.237,1
pay_003183,cust_02191,1776.63,upi,KOTAK,insufficient_funds,1,18,17,0.031,1
pay_003184,cust_00533,1641.28,card,AXIS,temporary_bank_failure,0,8,8,0.235,1
pay_003185,cust_02275,849.92,card,KOTAK,insufficient_funds,0,15,1,0.16,0
pay_003186,cust_01337,1139.22,card,AXIS,bank_timeout,2,19,15,0.058,1
pay_003187,cust_00949,1409.91,card,HDFC,gateway_timeout,0,16,5,0.307,1
pay_003188,cust_02020,1905.25,card,ICICI,account_closed,1,1,1,0.18,0
pay_003189,cust_00460,6494.02,upi,SBI,network_error,1,18,7,0.378,0
pay_003190,cust_00551,336.3,upi,AXIS,card_blocked,1,1,1,0.496,0
pay_003191,cust_00393,5302.57,upi,HDFC,insufficient_funds,1,15,15,0.149,0
pay_003192,cust_01788,804.72,card,HDFC,insufficient_funds,0,15,15,0.173,1
pay_003193,cust_00845,1663.01,netbanking,ICICI,gateway_timeout,2,13,3,0.222,1
pay_003194,cust_02258,1012.81,wallet,AXIS,invalid_card,0,19,7,0.162,0
pay_003195,cust_01139,7969.85,card,SBI,insufficient_funds,1,0,0,0.131,1
pay_003196,cust_00646,1212.01,wallet,SBI,invalid_card,0,8,8,0.203,0
pay_003197,cust_02267,2743.96,card,SBI,temporary_bank_failure,2,14,14,0.071,1
pay_003198,cust_02455,2860.1,upi,KOTAK,expired_card,2,14,0,0.226,0
pay_003199,cust_01467,714.79,card,KOTAK,card_blocked,2,10,10,0.043,0
pay_003200,cust_01378,1673.35,upi,AXIS,temporary_bank_failure,2,4,1,0.055,0
pay_003201,cust_02936,4738.43,upi,SBI,card_blocked,2,7,7,0.139,0
pay_003202,cust_02606,899.12,card,HDFC,gateway_timeout,0,6,6,0.114,1
pay_003203,cust_02598,3509.3,upi,SBI,bank_timeout,2,5,0,0.082,0
pay_003204,cust_00142,1387.33,upi,AXIS,temporary_bank_failure,2,6,6,0.112,0
pay_003205,cust_02660,4586.73,upi,SBI,bank_timeout,1,18,13,0.173,0
pay_003206,cust_00501,7317.31,wallet,ICICI,temporary_bank_failure,2,13,0,0.178,0
pay_003207,cust_00840,362.76,netbanking,SBI,bank_timeout,0,10,3,0.266,1
pay_003208,cust_02750,619.86,wallet,HDFC,network_error,1,18,10,0.148,0
pay_003209,cust_01683,1273.08,netbanking,AXIS,bank_timeout,0,13,1,0.066,0
